Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag_Weight,Colors,quality_score,Variety,Processing Method
nicaragua,jinotega,juan alvaro munguia,2,specialty coffee association,2009,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,84.75,0.18,0,0,others,2,800,1050,1800,6,bluish-green,84.75,NA,Other
el salvador,apaneca,j.j. borja nathan,150,salvadoran coffee council,2016,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,84.67,0,0,0,bluish-green,2,1350,1350,2000,69,bluish-green,84.67,Bourbon,Washed / Wet
indonesia,"temanggung, indonesia",pt. shriya artha nusantara,2,specialty coffee association of indonesia,2016,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84.67,0.12,0,0,green,7,1200,1200,1200,1,green,84.67,Java,Washed / Wet
japan,ada okinawa japan,taijiro tokuda,20,specialty coffee institute of asia,others,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,84.67,0.12,0,0,green,0,170,170,170,1,green,84.67,Mundo Novo,Pulped natural / honey
costa rica,tarrazu,johanna,15,specialty coffee association of costa rica,2015,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84.67,0.1,0,0,bluish-green,2,1150,1150,1150,69,bluish-green,84.67,Catuai,Washed / Wet
guatemala,acatenango,juan bock,120,asociacion nacional del café,2015,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84.67,0.1,0,0,green,1,1600,1600,1600,34,green,84.67,Bourbon,Washed / Wet
costa rica,tarrazu,coopetarrazú,50,specialty coffee association of costa rica,2014,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,84.67,0.12,0,0,green,0,1750,1750,1750,1,green,84.67,Caturra,Washed / Wet
ethiopia,yirgacheffe,moplaco,250,blossom valley international,2014,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84.67,0.1,0,0,others,3,1900,1900,1900,30,bluish-green,84.67,Ethiopian Yirgacheffe,Washed / Wet
costa rica,costa rica,maria elena castro,20,blossom valley international,2014,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84.67,0.08,0,0,green,1,1750,1750,1750,69,green,84.67,Other,Other
costa rica,west valley,coricafe blend,275,specialty coffee association of costa rica,2014,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84.67,0.11,0,0,green,4,1200,1200,1200,1,green,84.67,Catuai,Washed / Wet
costa rica,others,others,1,specialty coffee association,2012,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,7.92,84.67,0,1,0,green,10,others,others,1400,2,green,84.67,NA,Washed / Wet
taiwan,taichung xinshe 台中市新社區,gu yong long 古永龍,10,blossom valley international,2013,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,84.67,0.11,0,0,green,0,1000,1000,1550,30,green,84.67,Typica,Washed / Wet
colombia,santander,others,250,almacafé,2013,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,84.67,0,0,0,green,0,1550,1550,1600,70,green,84.67,Caturra,Washed / Wet
kenya,nyeri,sasini,235,specialty coffee institute of asia,2012,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84.67,0.11,0,0,bluish-green,0,2000,2000,1700,60,bluish-green,84.67,SL28,Washed / Wet
guatemala,oriente,agropecuaria quiagral,250,asociacion nacional del café,2012,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67,0.11,0,0,green,4,1310.64,1310.64,1800,1,green,84.67,Bourbon,Washed / Wet
guatemala,acatenango,sertrasa,125,asociacion nacional del café,2012,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67,0.12,0,0,green,4,1524,1524,2000,1,green,84.67,Bourbon,Washed / Wet
mexico,el remudadero,"jorge torres beltran, vicente hernandez ochoa, ignacio torres",80,amecafe,2012,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67,0.13,0,0,others,3,1200,1200,1200,1,bluish-green,84.67,Typica,Washed / Wet
uganda,mbale,others,320,africa fine coffee association,2012,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,84.67,0.11,0,0,bluish-green,3,1700,1850,1775,60,bluish-green,84.67,Other,Washed / Wet
peru,"penachi, cecanor",cecanor,1,specialty coffee association,others,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,84.67,0,0,0,others,3,others,others,1200,60,bluish-green,84.67,NA,Other
ethiopia,sidamo,sidama coffee farmers coop. union,300,ethiopia commodity exchange,2009,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84.67,0.2,0,0,others,3,1500,2000,1200,6,bluish-green,84.67,NA,Other
kenya,nyeri,jungle estate,66,kenya coffee traders association,others,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84.58,0.11,0,0,bluish-green,5,1754,1754,1300,60,bluish-green,84.58,SL34,Washed / Wet
colombia,santander,others,250,almacafé,2016,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,0,0,bluish-green,4,1500,1500,1200,70,bluish-green,84.58,Other,Washed / Wet
colombia,huila,la plata,125,almacafé,2016,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,0,0,1,green,5,others,others,1300,70,green,84.58,Caturra,Washed / Wet
kenya,nyeri,blend,100,kenya coffee traders association,2013,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58,0.1,0,0,bluish-green,2,1800,1800,1800,60,bluish-green,84.58,Peaberry,Washed / Wet
guatemala,jalapa,roberto monterroso,250,asociacion nacional del café,2014,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,0.11,0,0,green,1,1524,1524,1524,69,green,84.58,Pacas,Washed / Wet
guatemala,oriente,amilcar lapola,250,asociacion nacional del café,2014,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58,0.09,0,0,green,0,1219.2,1219.2,1219.2,69,green,84.58,Bourbon,Washed / Wet
colombia,santander,others,250,almacafé,2013,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84.58,0,0,0,others,0,1550,1550,1550,70,bluish-green,84.58,Caturra,Washed / Wet
colombia,huila,la plata,75,almacafé,2013,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58,0,0,0,others,5,1600,1900,1750,70,bluish-green,84.58,Caturra,Washed / Wet
kenya,others,changeru wet mill,11,kenya coffee traders association,2013,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,84.58,0,0,0,green,0,others,others,1000,660,green,84.58,SL28,Washed / Wet
colombia,huila,others,250,almacafé,2012,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58,0,0,0,green,2,1750,1750,1750,70,green,84.58,Caturra,Washed / Wet
costa rica,tres rios,others,1,specialty coffee association,2012,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58,0.12,0,0,bluish-green,2,1450,1700,1575,1,bluish-green,84.58,Bourbon,Semi-washed / Semi-pulped
colombia,huila,varios,250,almacafé,2012,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,0.11,0,0,green,6,1800,1800,1800,70,green,84.58,Caturra,Washed / Wet
brazil,vale da grama,homero texeira de macedo junior,37,nucoffee,2011,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,0.12,0,0,green,2,1300,1300,1300,60,green,84.58,Bourbon,Semi-washed / Semi-pulped
brazil,mountains of minas gerais,geraldo paixão,35,nucoffee,2011,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,0.11,0,0,bluish-green,1,1100,1100,1100,60,bluish-green,84.58,Catuai,Semi-washed / Semi-pulped
costa rica,valle central,various,275,specialty coffee association of costa rica,2017,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,0.1,0,0,bluish-green,2,1200,1200,1200,18975,bluish-green,84.5,Caturra,Washed / Wet
uganda,eastern uganda,kawacom uganda ltd,200,uganda coffee development authority,2016,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,0,0,green,1,1750,1750,1750,12000,green,84.5,SL14,Washed / Wet
china,yunnan,menglian ban’an coffee processing factory,3,yunnan coffee exchange,2015,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,0,0,green,1,1680,1680,1680,60,green,84.5,Catimor,Washed / Wet
costa rica,tarrazu,coopetarrazú,250,specialty coffee association of costa rica,2014,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5,0.11,0,0,green,0,1700,1700,1700,1,green,84.5,Caturra,Washed / Wet
colombia,cauca,others,275,almacafé,2015,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,0.12,1,0,green,0,1800,1800,1800,2,green,84.5,Other,Washed / Wet
china,yunnan,"puer jiangcheng fuwang coffee biotechnology co., ltd",1,specialty coffee association,2013,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5,0,0,0,green,2,1100,1100,1100,2,green,84.5,Other,Washed / Wet
guatemala,oriente,luis rodriguez,250,asociacion nacional del café,2013,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5,0.11,0,0,green,2,1310.64,1310.64,1310.64,69,green,84.5,Bourbon,Washed / Wet
kenya,nyeri,others,235,specialty coffee institute of asia,2012,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5,0.11,0,0,bluish-green,0,2000,2000,2000,60,bluish-green,84.5,SL28,Washed / Wet
mexico,hustusco,maria imelda uscanga martinez,56,amecafe,2012,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,0.12,0,0,green,0,1350,1350,1350,1,green,84.5,Typica,Washed / Wet
mexico,jaltenango,santiago jose arguello campos,250,amecafe,2012,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5,0.11,0,0,others,4,1500,1500,1500,1,bluish-green,84.5,Typica,Washed / Wet
guatemala,"el tumbador, san marcos","agricola nueva granada, s.a",250,asociacion nacional del café,2012,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5,0.11,0,0,green,2,others,others,1400,69,green,84.5,Bourbon,Washed / Wet
brazil,mmm,mmm,27,nucoffee,others,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,8.13,84.5,0,0,0,others,4,others,others,1550,60,bluish-green,84.5,NA,Other
brazil,test,others,320,nucoffee,others,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,7.75,84.5,0,2,0,others,0,others,others,1600,60,bluish-green,84.5,NA,Other
costa rica,tarrazu,beneficio san diego,275,specialty coffee association of costa rica,2016,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42,0.1,0,0,bluish-green,3,1300,1300,1700,69,bluish-green,84.42,Caturra,Washed / Wet
indonesia,sumatra brastagi,surbakti,200,specialty coffee association,2017,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42,0,0,0,bluish-green,3,1400,1400,1800,30,bluish-green,84.42,Mandheling,Other
colombia,pitalito,franklin dussan,304,almacafé,2015,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42,0,0,0,green,1,others,others,2000,35,green,84.42,Caturra,Natural / Dry
colombia,huila,la plata,275,almacafé,2014,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,84.42,0,0,0,green,3,1600,1950,1400,70,green,84.42,Caturra,Washed / Wet
taiwan,"mountain ali, taiwan",kao ming lee,2,specialty coffee association,2012,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,84.42,0.11,0,0,bluish-green,0,1200,1200,1400,2,bluish-green,84.42,Typica,Washed / Wet
united states (hawaii),kona,others,5,specialty coffee association,2012,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,84.42,0.11,0,0,bluish-green,1,others,others,1400,100,bluish-green,84.42,Hawaiian Kona,Natural / Dry
mexico,tapachula,maria amalia guadalupe toriello elorza,69,amecafe,2012,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42,0.12,2,0,others,4,900,900,1550,1,bluish-green,84.42,Pacamara,Washed / Wet
ethiopia,limu,"contact name | egziabhez mezgebe, gmt industrial plc",360,ethiopia commodity exchange,2009,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,84.42,0.2,0,0,others,2,others,others,1600,6,bluish-green,84.42,NA,Other
kenya,nyeri,mutheka,150,kenya coffee traders association,2017,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,84.33,0.11,0,0,green,4,1800,1800,1700,60,green,84.33,SL28,Washed / Wet
honduras,comayagua,nahun maldonado,275,instituto hondureño del café,2016,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33,0.1,0,0,green,3,1500,1500,1800,66,green,84.33,Caturra,Other
colombia,huila,others,275,almacafé,2016,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33,0,0,3,green,5,others,others,2000,70,green,84.33,Caturra,Washed / Wet
honduras,central region,reinerio zepeda,275,instituto hondureño del café,2016,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33,0.11,0,1,green,2,1500,1500,1400,69,green,84.33,Catuai,Washed / Wet
colombia,la plata,others,275,almacafé,2016,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33,0,0,2,others,4,others,others,1400,70,bluish-green,84.33,NA,Other
colombia,huila,franklin dussan / andres rodriguez/hipolito torres,250,almacafé,2015,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,84.33,0.11,6,0,green,0,442,442,442,70,green,84.33,Caturra,Natural / Dry
colombia,huila,others,275,almacafé,2013,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,84.33,0,0,0,green,0,1800,1800,1800,70,green,84.33,Caturra,Washed / Wet
mexico,tuxtla gutierrez,victor hugo melchor cordova,100,amecafe,2012,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33,0.12,0,0,bluish-green,1,1700,1700,1700,80,bluish-green,84.33,Typica,Washed / Wet
brazil,vale da grama,lucia maria da silva dias,75,nucoffee,2011,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,84.33,0,0,0,others,4,1200,1350,1275,60,bluish-green,84.33,Yellow Bourbon,Other
brazil,south of minas,antônio pelucio,80,nucoffee,2011,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,84.33,0.02,0,0,others,2,900,1200,1050,60,bluish-green,84.33,NA,Other
ethiopia,limu,oromia coffee farmers cooperative union,1,specialty coffee association,others,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,84.33,0,0,0,others,1,1097.28,1889.76,1493.52,132,bluish-green,84.33,NA,Other
guatemala,nuevo oriente,miguel hernandez,250,specialty coffee association,2010,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,84.33,0.04,1,0,others,1,1341.12,1432.56,1386.84,1,bluish-green,84.33,NA,Other
taiwan,國姓鄉 guoshing township,黃美桃 huang mei tao,10,specialty coffee association,2016,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,84.25,0.12,0,0,bluish-green,0,1000,1000,1000,5,bluish-green,84.25,Typica,Washed / Wet
thailand,chiang rai thailand,matsuzawa coffee,20,specialty coffee institute of asia,2015,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25,0.12,0,0,green,0,1200,1200,1200,25,green,84.25,Catimor,Natural / Dry
colombia,nariño,jose albeiro gomez,275,almacafé,2016,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25,0.11,0,0,green,2,2560,2560,2560,70,green,84.25,Caturra,Natural / Dry
guatemala,antigua,finca medina,230,asociacion nacional del café,2016,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25,0.11,0,4,green,4,1500,1500,1500,69,green,84.25,Caturra,Washed / Wet
guatemala,huehuetenango,horacio cifuentes martinez,275,asociacion nacional del café,2015,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,84.25,0.1,0,0,green,1,1099.4136,1099.4136,1099.4136,69,green,84.25,Caturra,Washed / Wet
china,yunnan,menglian county nayun town mangzhang coffee farm,3,yunnan coffee exchange,2015,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25,0.1,0,0,green,1,1400,1400,1400,60,green,84.25,Catimor,Natural / Dry
colombia,huila,la plata,275,almacafé,2015,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25,0.11,0,0,green,3,1600,1950,1775,70,green,84.25,Caturra,Washed / Wet
colombia,huila,la plata,248,almacafé,2015,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25,0.12,4,0,green,2,1600,1950,1775,70,green,84.25,Caturra,Washed / Wet
colombia,cauca,others,275,almacafé,2015,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25,0.12,0,0,green,0,1800,1800,1800,2,green,84.25,Other,Washed / Wet
colombia,huila,franklin dussan/andres rodriguez/hipolito torres,250,almacafé,2015,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25,0.12,3,0,green,0,442,442,442,70,green,84.25,Caturra,Natural / Dry
"tanzania, united republic of",shizingo village,tembo coffee company ltd,10,africa fine coffee association,2014,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,84.25,0.12,0,0,green,7,1620,1620,1620,60,green,84.25,Other,Washed / Wet
"tanzania, united republic of",mbeya,taylor winch (t) ltd,65,africa fine coffee association,2014,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,84.25,0.12,0,0,green,2,1600,1600,1600,60,green,84.25,Other,Washed / Wet
guatemala,oriente,amilcar lapola,250,asociacion nacional del café,2014,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,84.25,0.1,0,0,green,1,1219.2,1219.2,1219.2,69,green,84.25,Bourbon,Other
colombia,cauca,others,250,almacafé,2013,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,84.25,0.11,0,0,green,2,1700,1700,1700,70,green,84.25,Caturra,Washed / Wet
united states (hawaii),kona,others,7,specialty coffee association,2012,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,7.83,84.25,0.11,1,0,bluish-green,1,others,others,1400,100,bluish-green,84.25,Hawaiian Kona,Natural / Dry
mexico,san pedro cotzilnam,jesus salazar velasco,10,amecafe,2012,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25,0.12,0,0,green,1,1450,1450,1550,1,green,84.25,Typica,Semi-washed / Semi-pulped
mexico,veracruz,manuel herrera juarez,20,amecafe,2012,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,84.25,0.12,0,0,green,0,1170,1170,1600,1,green,84.25,Bourbon,Washed / Wet
mexico,"la concordia, chiapas",ernst pohlenz aguilar,250,amecafe,2012,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,84.25,0.1,0,0,bluish-green,4,1400,1400,1700,1,bluish-green,84.25,Bourbon,Washed / Wet
uganda,kasese,others,1,africa fine coffee association,2012,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,84.25,0.13,4,0,green,29,1700,1700,1800,60,green,84.25,Other,Natural / Dry
guatemala,san marcos,jorge leal,50,asociacion nacional del café,2017,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,84.17,0.13,0,0,green,1,1700,1700,2000,69,green,84.17,Bourbon,Washed / Wet
colombia,huila,la plata,250,almacafé,2016,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17,0,0,0,green,2,others,others,1400,70,green,84.17,Caturra,Washed / Wet
costa rica,tarrazu,los angeles micro-mill (ricardo calderón),150,specialty coffee association of costa rica,2016,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17,0.09,0,0,bluish-green,2,1700,1700,1550,69,bluish-green,84.17,Caturra,Washed / Wet
guatemala,huehuetenango,dary colman alvarado villatoro,275,asociacion nacional del café,2016,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17,0.11,0,0,green,6,1116.7872,1116.7872,1600,69,green,84.17,Caturra,Washed / Wet
guatemala,solola,fernando fahsen,377,asociacion nacional del café,2016,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17,0.1,0,1,green,10,1565,1565,1700,69,green,84.17,Caturra,Washed / Wet
guatemala,norte,chapultepec,130,asociacion nacional del café,2016,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17,0.1,0,0,green,2,3280,3280,1800,69,green,84.17,Bourbon,Washed / Wet
colombia,huila,la plata,275,almacafé,2015,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17,0,0,0,bluish-green,0,1600,1950,2000,70,bluish-green,84.17,Caturra,Washed / Wet
nicaragua,jinotega,cooperativa el gorrion rl,275,specialty coffee association of costa rica,2015,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17,0.12,0,0,bluish-green,0,900,1100,1000,2,bluish-green,84.17,Caturra,Natural / Dry
brazil,cerrado,mauro galheri,305,brazil specialty coffee association,2015,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17,0,0,0,others,16,1150,1150,1150,59,bluish-green,84.17,Catuai,Natural / Dry
costa rica,tarrazu,martin gutierrez,320,specialty coffee ass,2014,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,84.17,0,0,0,bluish-green,0,1850,1850,1850,69,bluish-green,84.17,Caturra,Washed / Wet
ethiopia,snnprg; kafa; telo woreda; shada kebele,tariku oljira,320,metad agricultural development plc,2014,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,84.17,0.1,0,0,green,5,1545,1668,1606.5,60,green,84.17,Gesha,Natural / Dry
"tanzania, united republic of",arusha,selian coffee estate,10,africa fine coffee association,2014,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,84.17,0.13,0,0,green,0,1400,1400,1400,60,green,84.17,Other,Washed / Wet
colombia,huila,others,250,almacafé,2014,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17,0.12,0,0,green,4,1530,1530,1530,1,green,84.17,Other,Washed / Wet
guatemala,others,others,275,specialty coffee association,2013,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,84.17,0.11,0,0,bluish-green,0,others,others,1550,5,bluish-green,84.17,NA,Washed / Wet
kenya,kenya,others,300,kenya coffee traders association,2013,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,84.17,0.08,0,0,green,0,1,500,1600,18000,green,84.17,SL28,Washed / Wet
brazil,"minas gerais, br",café do paraíso,1,specialty coffee association,2012,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,84.17,0.11,0,0,green,3,894,1183,2000,2,green,84.17,Mundo Novo,Natural / Dry
guatemala,oriente,"agricola monte verde, s.a.",250,asociacion nacional del café,2013,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17,0.11,0,0,green,4,1310.64,1310.64,1400,69,green,84.17,Bourbon,Washed / Wet
el salvador,apaneca,aida batlle,275,specialty coffee association,2013,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,84.17,0.11,0,0,bluish-green,2,1500,1500,1600,2,bluish-green,84.17,Bourbon,Natural / Dry
colombia,huila,others,250,almacafé,2012,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,84.17,0,0,0,green,2,1750,1750,2000,70,green,84.17,Caturra,Washed / Wet
guatemala,guatemala,william estuardo martinez pacheco,275,asociacion nacional del café,2012,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,84.17,0.11,0,0,bluish-green,2,others,others,1200,1,bluish-green,84.17,Catuai,Natural / Dry
uganda,mt. rwenzori,others,320,africa fine coffee association,2012,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,84.17,0.11,0,0,green,1,1500,1700,1200,60,green,84.17,Other,Washed / Wet
